"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 19 16:00:35 GMT 2024","Fri Apr 19 16:00:35 GMT 2024","120","Saucedemo","MyTests","tests.BackpackTest","tests.BackpackTest","testAddToCart","testAddToCart",""
"passed","Fri Apr 19 16:01:02 GMT 2024","Fri Apr 19 16:01:02 GMT 2024","212","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testPricesSortedHighToLow","testPricesSortedHighToLow",""
"passed","Fri Apr 19 16:01:08 GMT 2024","Fri Apr 19 16:01:09 GMT 2024","196","Saucedemo","MyTests","tests.SaucedemoLoginTest","tests.SaucedemoLoginTest","testLogoOnLoginPage","testLogoOnLoginPage",""
"passed","Fri Apr 19 16:01:04 GMT 2024","Fri Apr 19 16:01:04 GMT 2024","339","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testSortingAtoZ","testSortingAtoZ",""
"passed","Fri Apr 19 16:00:37 GMT 2024","Fri Apr 19 16:00:37 GMT 2024","71","Saucedemo","MyTests","tests.BackpackTest","tests.BackpackTest","testItemName","testItemName",""
"passed","Fri Apr 19 16:00:58 GMT 2024","Fri Apr 19 16:00:59 GMT 2024","646","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testBurgerMenuIsClosed","testBurgerMenuIsClosed",""
"passed","Fri Apr 19 16:01:05 GMT 2024","Fri Apr 19 16:01:05 GMT 2024","190","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testSortingZtoA","testSortingZtoA",""
"passed","Fri Apr 19 16:01:06 GMT 2024","Fri Apr 19 16:01:07 GMT 2024","382","Saucedemo","MyTests","tests.SaucedemoLoginTest","tests.SaucedemoLoginTest","testEmptyUsername","testEmptyUsername",""
"passed","Fri Apr 19 16:00:54 GMT 2024","Fri Apr 19 16:00:54 GMT 2024","128","Saucedemo","MyTests","tests.BackpackTest","tests.BackpackTest","testReturnBack","testReturnBack",""
"passed","Fri Apr 19 16:00:38 GMT 2024","Fri Apr 19 16:00:53 GMT 2024","15177","Saucedemo","MyTests","tests.BackpackTest","tests.BackpackTest","testRemoveFromCert","testRemoveFromCert",""
"passed","Fri Apr 19 16:01:00 GMT 2024","Fri Apr 19 16:01:01 GMT 2024","229","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testLogoutLink","testLogoutLink",""
"passed","Fri Apr 19 16:01:03 GMT 2024","Fri Apr 19 16:01:03 GMT 2024","204","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testPricesSortingLowToHigh","testPricesSortingLowToHigh",""
"passed","Fri Apr 19 16:00:55 GMT 2024","Fri Apr 19 16:00:57 GMT 2024","2197","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testAboutLink","testAboutLink",""
"unknown","Fri Apr 19 16:00:33 GMT 2024","Fri Apr 19 16:00:33 GMT 2024","2","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testBurgerMenuHasAllLinks","testBurgerMenuHasAllLinks",""
"passed","Fri Apr 19 16:01:08 GMT 2024","Fri Apr 19 16:01:08 GMT 2024","411","Saucedemo","MyTests","tests.SaucedemoLoginTest","tests.SaucedemoLoginTest","testInvalidUsernameLogin","testInvalidUsernameLogin",""
"passed","Fri Apr 19 16:01:05 GMT 2024","Fri Apr 19 16:01:06 GMT 2024","454","Saucedemo","MyTests","tests.SaucedemoLoginTest","tests.SaucedemoLoginTest","testEmptyPassword","testEmptyPassword",""
"passed","Fri Apr 19 16:01:09 GMT 2024","Fri Apr 19 16:01:09 GMT 2024","415","Saucedemo","MyTests","tests.SaucedemoLoginTest","tests.SaucedemoLoginTest","testStandardUserLogin","testStandardUserLogin",""
"passed","Fri Apr 19 16:00:37 GMT 2024","Fri Apr 19 16:00:38 GMT 2024","66","Saucedemo","MyTests","tests.BackpackTest","tests.BackpackTest","testItemPrice","testItemPrice",""
"passed","Fri Apr 19 16:01:00 GMT 2024","Fri Apr 19 16:01:00 GMT 2024","59","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testBurgerMenuIsOpen","testBurgerMenuIsOpen",""
"passed","Fri Apr 19 16:01:07 GMT 2024","Fri Apr 19 16:01:07 GMT 2024","391","Saucedemo","MyTests","tests.SaucedemoLoginTest","tests.SaucedemoLoginTest","testInvalidPassword","testInvalidPassword",""
