"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Apr 19 14:55:10 GMT 2024","Fri Apr 19 14:55:10 GMT 2024","1","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testPricesSortingLowToHigh","testPricesSortingLowToHigh",""
"skipped","Fri Apr 19 14:55:10 GMT 2024","Fri Apr 19 14:55:10 GMT 2024","1","Saucedemo","MyTests","tests.BackpackTest","tests.BackpackTest","testAddToCart","testAddToCart",""
"skipped","Fri Apr 19 14:55:10 GMT 2024","Fri Apr 19 14:55:10 GMT 2024","0","Saucedemo","MyTests","tests.SaucedemoLoginTest","tests.SaucedemoLoginTest","testStandardUserLogin","testStandardUserLogin",""
"skipped","Fri Apr 19 14:55:10 GMT 2024","Fri Apr 19 14:55:10 GMT 2024","0","Saucedemo","MyTests","tests.BackpackTest","tests.BackpackTest","testReturnBack","testReturnBack",""
"skipped","Fri Apr 19 14:55:10 GMT 2024","Fri Apr 19 14:55:10 GMT 2024","0","Saucedemo","MyTests","tests.BackpackTest","tests.BackpackTest","testRemoveFromCert","testRemoveFromCert",""
"skipped","Fri Apr 19 14:55:10 GMT 2024","Fri Apr 19 14:55:10 GMT 2024","0","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testSortingZtoA","testSortingZtoA",""
"skipped","Fri Apr 19 14:55:10 GMT 2024","Fri Apr 19 14:55:10 GMT 2024","1","Saucedemo","MyTests","tests.SaucedemoLoginTest","tests.SaucedemoLoginTest","testInvalidUsernameLogin","testInvalidUsernameLogin",""
"skipped","Fri Apr 19 14:55:10 GMT 2024","Fri Apr 19 14:55:10 GMT 2024","1","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testBurgerMenuIsClosed","testBurgerMenuIsClosed",""
"skipped","Fri Apr 19 14:55:10 GMT 2024","Fri Apr 19 14:55:10 GMT 2024","1","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testAboutLink","testAboutLink",""
"skipped","Fri Apr 19 14:55:10 GMT 2024","Fri Apr 19 14:55:10 GMT 2024","1","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testPricesSortedHighToLow","testPricesSortedHighToLow",""
"skipped","Fri Apr 19 14:55:10 GMT 2024","Fri Apr 19 14:55:10 GMT 2024","0","Saucedemo","MyTests","tests.SaucedemoLoginTest","tests.SaucedemoLoginTest","testEmptyUsername","testEmptyUsername",""
"skipped","Fri Apr 19 14:55:10 GMT 2024","Fri Apr 19 14:55:10 GMT 2024","0","Saucedemo","MyTests","tests.BackpackTest","tests.BackpackTest","testItemName","testItemName",""
"skipped","Fri Apr 19 14:55:10 GMT 2024","Fri Apr 19 14:55:10 GMT 2024","0","Saucedemo","MyTests","tests.BackpackTest","tests.BackpackTest","testItemPrice","testItemPrice",""
"broken","Fri Apr 19 14:55:10 GMT 2024","Fri Apr 19 14:55:10 GMT 2024","1","Saucedemo","MyTests","tests.BackpackTest","tests.BackpackTest","setUp","setUp",""
"skipped","Fri Apr 19 14:55:10 GMT 2024","Fri Apr 19 14:55:10 GMT 2024","1","Saucedemo","MyTests","tests.SaucedemoLoginTest","tests.SaucedemoLoginTest","testEmptyPassword","testEmptyPassword",""
"skipped","Fri Apr 19 14:55:10 GMT 2024","Fri Apr 19 14:55:10 GMT 2024","1","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testBurgerMenuIsOpen","testBurgerMenuIsOpen",""
"skipped","Fri Apr 19 14:55:10 GMT 2024","Fri Apr 19 14:55:10 GMT 2024","0","Saucedemo","MyTests","tests.SaucedemoLoginTest","tests.SaucedemoLoginTest","testInvalidPassword","testInvalidPassword",""
"broken","Fri Apr 19 14:55:10 GMT 2024","Fri Apr 19 14:55:10 GMT 2024","1","Saucedemo","MyTests","tests.SaucedemoLoginTest","tests.SaucedemoLoginTest","setUp","setUp",""
"skipped","Fri Apr 19 14:55:10 GMT 2024","Fri Apr 19 14:55:10 GMT 2024","0","Saucedemo","MyTests","tests.SaucedemoLoginTest","tests.SaucedemoLoginTest","testLogoOnLoginPage","testLogoOnLoginPage",""
"skipped","Fri Apr 19 14:55:10 GMT 2024","Fri Apr 19 14:55:10 GMT 2024","1","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testSortingAtoZ","testSortingAtoZ",""
"skipped","Fri Apr 19 14:55:10 GMT 2024","Fri Apr 19 14:55:10 GMT 2024","0","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testLogoutLink","testLogoutLink",""
"broken","Fri Apr 19 14:55:10 GMT 2024","Fri Apr 19 14:55:10 GMT 2024","0","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","setUp","setUp",""
"unknown","Fri Apr 19 14:55:10 GMT 2024","Fri Apr 19 14:55:10 GMT 2024","2","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testBurgerMenuHasAllLinks","testBurgerMenuHasAllLinks",""
