"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 19 15:32:27 GMT 2024","Fri Apr 19 15:32:27 GMT 2024","393","Saucedemo","MyTests","tests.SaucedemoLoginTest","tests.SaucedemoLoginTest","testInvalidUsernameLogin","testInvalidUsernameLogin",""
"passed","Fri Apr 19 15:31:55 GMT 2024","Fri Apr 19 15:31:55 GMT 2024","123","Saucedemo","MyTests","tests.BackpackTest","tests.BackpackTest","testAddToCart","testAddToCart",""
"passed","Fri Apr 19 15:32:25 GMT 2024","Fri Apr 19 15:32:25 GMT 2024","360","Saucedemo","MyTests","tests.SaucedemoLoginTest","tests.SaucedemoLoginTest","testEmptyUsername","testEmptyUsername",""
"passed","Fri Apr 19 15:32:22 GMT 2024","Fri Apr 19 15:32:22 GMT 2024","189","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testPricesSortingLowToHigh","testPricesSortingLowToHigh",""
"passed","Fri Apr 19 15:32:17 GMT 2024","Fri Apr 19 15:32:18 GMT 2024","628","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testBurgerMenuIsClosed","testBurgerMenuIsClosed",""
"passed","Fri Apr 19 15:31:57 GMT 2024","Fri Apr 19 15:31:57 GMT 2024","67","Saucedemo","MyTests","tests.BackpackTest","tests.BackpackTest","testItemPrice","testItemPrice",""
"passed","Fri Apr 19 15:32:15 GMT 2024","Fri Apr 19 15:32:16 GMT 2024","1609","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testAboutLink","testAboutLink",""
"passed","Fri Apr 19 15:31:58 GMT 2024","Fri Apr 19 15:32:13 GMT 2024","15154","Saucedemo","MyTests","tests.BackpackTest","tests.BackpackTest","testRemoveFromCert","testRemoveFromCert",""
"passed","Fri Apr 19 15:32:18 GMT 2024","Fri Apr 19 15:32:18 GMT 2024","56","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testBurgerMenuIsOpen","testBurgerMenuIsOpen",""
"passed","Fri Apr 19 15:32:24 GMT 2024","Fri Apr 19 15:32:24 GMT 2024","181","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testSortingZtoA","testSortingZtoA",""
"unknown","Fri Apr 19 15:31:53 GMT 2024","Fri Apr 19 15:31:53 GMT 2024","2","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testBurgerMenuHasAllLinks","testBurgerMenuHasAllLinks",""
"passed","Fri Apr 19 15:31:56 GMT 2024","Fri Apr 19 15:31:56 GMT 2024","68","Saucedemo","MyTests","tests.BackpackTest","tests.BackpackTest","testItemName","testItemName",""
"passed","Fri Apr 19 15:32:21 GMT 2024","Fri Apr 19 15:32:21 GMT 2024","198","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testPricesSortedHighToLow","testPricesSortedHighToLow",""
"passed","Fri Apr 19 15:32:26 GMT 2024","Fri Apr 19 15:32:26 GMT 2024","365","Saucedemo","MyTests","tests.SaucedemoLoginTest","tests.SaucedemoLoginTest","testInvalidPassword","testInvalidPassword",""
"passed","Fri Apr 19 15:32:19 GMT 2024","Fri Apr 19 15:32:19 GMT 2024","218","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testLogoutLink","testLogoutLink",""
"passed","Fri Apr 19 15:32:27 GMT 2024","Fri Apr 19 15:32:27 GMT 2024","176","Saucedemo","MyTests","tests.SaucedemoLoginTest","tests.SaucedemoLoginTest","testLogoOnLoginPage","testLogoOnLoginPage",""
"passed","Fri Apr 19 15:32:24 GMT 2024","Fri Apr 19 15:32:25 GMT 2024","368","Saucedemo","MyTests","tests.SaucedemoLoginTest","tests.SaucedemoLoginTest","testEmptyPassword","testEmptyPassword",""
"passed","Fri Apr 19 15:32:28 GMT 2024","Fri Apr 19 15:32:28 GMT 2024","390","Saucedemo","MyTests","tests.SaucedemoLoginTest","tests.SaucedemoLoginTest","testStandardUserLogin","testStandardUserLogin",""
"passed","Fri Apr 19 15:32:14 GMT 2024","Fri Apr 19 15:32:14 GMT 2024","128","Saucedemo","MyTests","tests.BackpackTest","tests.BackpackTest","testReturnBack","testReturnBack",""
"passed","Fri Apr 19 15:32:23 GMT 2024","Fri Apr 19 15:32:23 GMT 2024","306","Saucedemo","MyTests","tests.InventoryTest","tests.InventoryTest","testSortingAtoZ","testSortingAtoZ",""
